track_id,song_id,artist,title,spotify_ids,tempo,valence,energy
TRJVQBH128F930277C,SOKRWWM12AB018692B,Rammstein,FEUER UND WASSER,5nqHMcxuc7xZIU6ndA9N6J    4bVWnYNMrGxt7G08fCSS4b    5IrNskIZbsI4Yk273yStyk    6wJ51zOGrkSRdxVHXOkcOG    0UXwti8ZcqzhTV8qOUGunk    4LoFzVisVHdPh9K7Q54ST5    48LYcLfuBtTfKD6DLlyOyj,75.0,0.223,0.525
TRJVSAC128F423CD6E,SOKBIUA12A8AE48242,Umberto Tozzi,Si Puo' Dare Di Piu',42CqOf9CXwXHyaZDkZ4CCS,115.58730158730158,0.249,0.48
TRJVVUJ128F92E43EE,SOWEKWF12A58A7E2E8,Grupo Mania,Cuento Con Mi Pueblo,,128.0,0.951,0.89
TRJVWRM128F9337632,SOQDFBF12A8C13FEFF,Laura Izibor,What Would You Do (Album Version),5ET3M6uBuFqxHT86pp2ehG    3mf9lXYPwVACelcYnY821S    7GDSZLaGbOzAzhb3iM6q4B,128.0,0.44,0.66
TRJVWZJ128F422B96B,SOXTKDR12A8AE47C28,Lenny Fontana Feat. Octah'via,The Way (Jay-J's Shifted Up Dub),,122.0,0.44,0.879
TRJVXCX128F9303C02,SORZLXS12AB017EC7B,Clea / H.HAGGBLOM,LUCKY LIKE THAT,2FkpuZllHNIanfmBkIXAyg    1KyarlyzQjuNX7hD9hj48o,121.0,0.444,0.57
TRJVYFM128F931A2B8,SOJKQMR12AB0184342,DJ Ramon Zerano_ Marc Korn,Tears in my Eyes,,280.0,,
TRJVYVA128E07989F9,SOGIPCG12A67AE093D,Chris Spedding,Wild In The Street,5ZuPJtQ0U9Jj9fHQViWarR,138.0,0.688,0.856
TRJVZPI128F1467D59,SOQHKMJ12A6D4F715E,Devo,Gut Feeling,,148.0,0.722,0.811
TRJWATS128F42A026E,SOKWRSW12A8C1401CA,Najee,Sweet Love,62wlS0ZgjMCdJrwz0rCfBF    4NApAyMq2yvqymQaJwBgDi    0PHqSgo8c2l6A4hUuYOonF    2EHeHu1W6OqeDpxGT5nJXh    1emnm3dlZhEuEIEawMtsZg,89.0,0.738,0.417
TRJWBGZ128F425F33C,SONGZLG12CF5F88B6D,Carole King,It's Too Late,,105.0,0.812,0.442
TRJWEHI128F92CF3E2,SONUBMB12A8C142F1D,Sabrynaah Pope,Someone For You  (String Quartet Mix),5vMu0hOdXswmQ6VL4fZCjk    18pVdQeJbwjXl2anG7huyJ,120.0,0.847,0.614
TRJWGLD128F92FA1F0,SOOGPDC12AB0182E23,Conway Twitty,It's Only Make Believe,,83.0,0.251,0.466
TRJWGUL128F422D106,SOKIBXH12A8AE46FD1,Cumberland Quartet,Sweeter As The Days Go By,7hM4rfzbyvfleEvsUN0L0P    0Y8P1TWK5ZAwCNQGLsqwcD,132.00941176470587,0.47,0.55
TRJWHKD128F92E5850,SOFGOQY12A8C140BCE,Nik P.,Gloria,15K8DonYEfaARxEOEC4fSU    59CbHJg6xV07agR79L3irK    1jX631FoCh2PPy7SIWzC78    6Qrbwtc7MYsBwQ2iJXgl6A    578agxoyK3Z4uk9CrAyXT0    6lPSu4yjys2lawbUgypGNy    1RxJvWO2pvBzZ6fCfDlIfx    1lMFNB7apZMMtlWCMBpKzC    5hioGgzu4bqXU2wn9KoO76    5863wi8452q4FITY16bGBt,127.0,0.785,0.94
TRJWHST128F4289AB8,SONAUKM12D021B3CD8,Elvis Presley,Don't Be Cruel,,167.0,0.844,0.55
TRJWIQN128F930937A,SOKFKUE12AB0184B71,Mike Dunn presents The MD X-Spress,Git Cho House On [Children] [Chocolate Puma Remix],5BU5QTcaolMzSQXhFuWgus    2ShnkVcSWIgfuASxrHQSeB,110.0,0.423,0.871
TRJWITC128F93138E0,SOGXASL12A58A81874,Kirk Brandon,Overture,,85.0,,
TRJWKEQ128F9312028,SOEQLGZ12AB017F3B9,La Frontera,Una Noche Más,0ApOzcNfCJQlxr9vVugxYc    3MhNqsCFkrJY0bLVR0O4xr,95.0,0.648,0.864
TRJWLPJ128F92CD293,SOKTFHL12A8C144BD5,Within Temptation,Ice Queen [Live Audio],,98.0,0.145,0.561
TRJWOLN128F42521A6,SOOQUGQ12A8C135814,George Harrison,All Those Years Ago (Live) (2004 Digital Remaster),,120.0,0.518,0.639
TRJWONU128F426958F,SOEVGPE12A8C136D41,Loquillo,Los Gatos Lo Sabran,,72.0,0.242,0.738
TRJWPQC128F148DFE3,SOXJCKZ12A6D4FAE22,Crowded House,Better Be Home Soon (Live At Sydney Opera House) (2006 Digital Remaster),2sHvGAxGA7aMa3cyt4bqu8,93.84641638225256,0.243,0.748
TRJWPVY128F933A35E,SOTPIDB12AB0187768,DJ Shah meets Jan Johnston,Beautiful,2SiIoV2fFYFIdW50kaLeDw    4MXoItWWRanI0Wl2SwfstI,,0.755,0.791
TRJWQJF12903CAC3E4,SOTKVUI12AB01881C5,Long John Baldry,Goin Out Of My Head,1LJ8b0VDJ4lvC9R41xnHTl    5U9ApgdLH1q2K8bDR7bjCH    2dPPm0cLkqxvOYDlw2PbsU    5K78lLKGZlcJe5yJyJCbPy    3se8JHScvoQ6xtuybw0jqh,100.0,0.243,0.467
TRJWQMW128F422D995,SOWSKAJ12A81C232DC,Geri Halliwell,Bag It Up,02IU9rtXzrqYomz9zSxjYH    6tciQYmD0nQCdDE4IQCrdy    4tyNnisVw8oY3Lqidhf9NB    0Yt5YJD6yVUVIhqkCs35FN    4w4MXb7t9rfBSjdpW5e2Uw,117.0,0.849,0.943
TRJWQQE128F1458036,SOSAUJX12A6D4F7EB5,Jon Secada,Cree En Nuestro Amor,6hLWLiZ3mRtnDZ1Tp1vm03    5gB0dkUHoZbZwnFmcWxHl6    4tbFJlYsDZNilNbRME0GYU    5eJXXEKTHg5favcKdoxD3O    6WJZlS8SnEYnusUhrzP5jm    7HNfugje4mHZE0sxrQToDn,110.0,0.652,0.845
TRJWRSY128F427276E,SOVNRTH12A58A7DDB0,Sophie B. Hawkins,As I Lay Me Down,2X2caLTSzKJnfd4hTHZfXi    6S8ZXzeXsfCj8qi9179McI    5PUeaQZZqJCbBYntZwPXey    66XOI05wY9oMqPLjm82mMo    4x6gUDeNzAB273nhsNIeuG    3wici74wET0Ok9R2dW5TG0    3s0nPRxRyPIJLFUyjANAQs    06x2TGHiQfDCqkT12mP0FP    4hQkBr5VLPiQVd34Fjwspw    4nJOZpt6uWjmRgBV4DgIQo    0mujYnMmhjUcKJ2vtRZnT8    2un76xucj3ltSFGNG2gf7d    10MxwH0PnrRaeGZ4Df1AOC    0NfgaTTRC8EpYJ3Z9jKhN5    205aaHvvCiCZ31WIGFZ9Ek,84.0,0.668,0.737
TRJWSDY128F429909C,SOVTCSF12A8C13EA85,Elie Attieh,Ali Baba,2fXH8K0blIvnjmM9imLpeV    3vrMoITYtqXHzQFSnT9SIz,139.0,0.403,0.806
TRJWTQD128E0793E2F,SOSTEOL12A6D4F9D4C,Carpenters,Ave Maria,,,0.0629,0.118
TRJWXXC128F14693DD,SOTQNMG12A6D4F832F,Mike And The Mechanics,Silent Running,,133.0,0.348,0.447
TRJWZMY128F932310B,SOAQXFJ12AB0180B86,Joy Electric,Viva La Vida,1Wy4bhhbHauJ726RlUYltC,138.0,0.292,0.67
TRJWZRQ12903CBB936,SOHZGFS12AB0189397,Flawless,Spawn,5XsU5YafAjZQivJYEe5WCa,140.0,0.406,0.982
TRJWZVM12903CBD2F8,SOCKWQO12AB01880B0,Lila Mccann,Something In The Air (LP Version),216hwyFS11NnUDsVH21puA,97.3073047858942,0.542,0.68
TRJXBPA128F42A1F70,SOCWZHQ12A8C13C936,Frank Zander,Ja_ wenn wir alle Englein wären,2aZ1w48jRwx020qp6DuMJb    6ZUCBiE2EpHEXyTawy4K0I    2E1OdQRUapdDZzOHcy060Y    3qtjiYvyQl7h3O0J4Y0LUo    5rx3Lq7X4bkPNh1QDhyjII    5xWxjI4jDVQa8M91vQUfHo    0xF5T8aD8tw6oK3enhLKPg    5QcpRIWnh6LrrKnH9thKgB    59h1Ro5QsPSeCuTH6mR3D0    7E0e4xmSrbmzlbEnNPP4WJ    7fc42l6BVkOG1H3SaQQtrP    61CDlSCvAFrUbGJ8eVAI0s    7jXpDgEDwqIglNznSTutPD    7w2YDP4YjMwvSASw5uneeD    7AS5s7qRNERrRfhYLrUXok,175.0,0.905,0.659
TRJXBTO128F4235B8C,SOJUWED12A8C132A0F,E.C. Scott,Sledgehammer,2trUn4ObgX4BQ3OnNtX1hU    0MwBg1tE6lL0dqWDTBW9eK,98.0,0.715,0.797
TRJXCDJ128F4297235,SOKKDGG12A8C13E9B5,Kill Hannah,Boys & Girls (Chris Lord-Alge Mix),4SQTwnktpdciCWmgrzEMb3,130.0,0.357,0.961
TRJXCOJ128F92F1F94,SOYIFZS12AB017C10F,Jumping Jacks,Flashback,03ixO7NLavgMDfshQz38GR    0S4aGaL1UODlukVOvBZ5xC,133.0,0.576,0.848
TRJXDUF128F42ACE2E,SOYENQC12AB0184BDE,Electric Light Orchestra,Strange Magic,,94.89908256880734,0.363,0.444
TRJXMQJ128E0784E03,SOARHMY12A6701F63E,Missy Elliott,Gossip Folks (Explicit LP Version),,122.0,0.439,0.538
TRJXNQV128F4297581,SOHVASZ12A8C14017C,Anne Regina,I''m Better Than That,3YevGye84prnqkQgCGjlDS,310.0,0.606,0.799
TRJXOAS12903CEC6C4,SOILDST12AB018A6CC,2 Brothers On The 4th Floor,Dreams (Extended Version),52jlSUSpZw1FMtwFUMV3Pr    6QqgSMUJV2jJdyFbHzklgX    0KjhkP3q7ibAd6TttR4j58    65PeiRy4dp6FWQNIWcVT0u    7dQMlMbfSQ5W0NfPX25YIy,133.0,0.499,0.973
TRJXOSH128F427A3FB,SOKIOOO12A8C13C74D,Nightwish,Sleeping Sun,,110.0,0.0684,0.609
TRJXPVO12903CFB3FD,SOHLWYE12AC95F0392,Olaf Henning,Herzdame,,132.0,0.93,0.884
TRJXPZQ128F426911C,SOKHPRS12A8C13471B,David Allan Coe,Tennessee Whiskey,5vPEewpjHad3QP2MGnxgZq    6x6xWn1AQYWekIDREExqgN    79K36XF7WlgTvP3JbW17UE    22UmL03nNKO0Ht6mpWbAHv    4HzMtFqHAgt4dY7eKfTDeY    24DsiTMyiIVLWuH07f72sa    0n9eq6MRUBzNfLrfUeu7sE    1GJDK3JkgU3C5j4bkjdDXE    7AX2oadYn80G4dnU0L4FXU    7aof2YEYyrCAoBvSFClzzR    7j6EKEIXKXorSiD1MpJtjQ,108.0,0.529,0.334
TRJXSCA12903CF83AC,SOPWAGG12A58A77545,Lily Allen,F**k You (Manhattan Clique 'Now Watch This' Electropop Radio),5yBsmxvMoky1ZoPfq0XYYO,130.0,0.637,0.726
TRJXSVB128F92F9D0F,SOFAHUM12AB017DBBB,Toranja,Carta,5xIrC4oYL8YdeMZITZgeuI    5zYp6vZZd2yhK9vWDDLl5o    5caUpMNinz52sFOHqGMOdd,82.0,0.159,0.331
TRJXTTG12903CC49FB,SOJSTTA12A58A7B493,Salt 'n' Pepa with En Vogue,Whatta Man (Salt-N-Pepa Featuring En Vogue) (EP Version),3qhbyiTszFjW4o5GDYwjMH    52FpkyImUt9LDI9mCWDryr    5UKGE3tI0s5Lq0Puf6Fn0S,87.0,0.947,0.664
TRJXTZF128F9341008,SOTJDPD12AB0189A0A,Real Life,Blue Monday,4t28RADuukyqtxOzY05Z7h    1inDUKGUKcpteCs9kR1rQA    7hV7errDJtlBHtsvSQTH4n    0hRHh5Aq4xSBXoIbdtpxpz    7kimQqc3UD0ymBMNcL9IC5,133.0,0.974,0.77
TRJXUAU128F4236B0E,SOXXCEV12A81C21C1C,Bob Rivers,Be Claus I Got High (album version),13sPGykaKGIroixEoiwQtM,86.0,0.801,0.46
TRJXUAW128F148F375,SOCTGOM12A6D4F9982,Jean-François Paillard,Handel : Suite in F major HWV348_ 'Water Music' : I Ouverture,60D2etZOFu64T6AuaZGWly    2NYGIDeOlBLMu7gNpARys7,,0.424,0.227
TRJXWZV128F422BFFD,SOVEDQC12A8AE46B49,David Civera,Bye Bye,1SXlcjUBOE1g9ODl3bhQEX    5CIzcYtv7WsCrmmEf5hurE    5eST8bIW36o8g8RRdcCOos,95.0,0.788,0.895
TRJXXMQ12903CC4510,SOISWIA12AB0188797,Steve Tyrell,Smile,0xdmOzi339HrNN4FKTkd05,88.60887096774194,0.117,0.341
TRJXXUN128F1460F6E,SOBXIGD12A6D4F9527,Naughty By Nature / 3LW,Feels Good (Don't Worry 'Bout A Thing),,95.0,0.865,0.703
TRJXYBF128F930EDA8,SOSJRNP12AB01898A9,Ron Kenoly,Ancient Of Days,,90.89308176100629,0.64,0.504
TRJXZXD128F4228BEC,SOSQCFI12A6D4FC474,La Revolucion de Emiliano Zapata,Quiero Pedirte (Album Version),0I0PeEos10WR77QzHQIOGH,83.58282208588957,0.447,0.512
TRJYAMD12903CDDCBA,SOORWOG12A8C13711F,Groove Coverage,21st Century Digital Girl,4qlHI1TjrKhIPZeEiSZqO9    20A4KpfYkbyd3dhjghueyb    3FW61mugT9GF1qGpZaKdLw,138.0,0.193,0.652
TRJYBEE128F92F7BE8,SOCWPCW12AF72AB15F,The Romantics,Poison Ivy,1e8t48TqeIbRbs0tFLZNG8,135.0,0.88,0.616
TRJYCTI128F424422E,SOFEZKE12A8AE48067,Captain Jack,Captain Jack,09uma8kvpf699ailOSlzds    2L5FEDC0MU2a6OEkLjByEd    2dta93S08jGctKr9jWZfrS    3JPOTK1oqUVbn48yTx0tuM    1DMSpNT6j71NgUYowIfUub    5RwvOZwSAaVLeiRtCcFHU1    1M9HkdNJ9ArhHc4ueJ5tVm    44l1XP0GIVJtE4MCHIv9b3    5UZlSkIz3lkz2sdf9fiXOh    5sl3SdVBBGozNMhbrkfN1r,150.0,0.566,0.999
TRJYDLV128F932C35D,SOXJAGP12AB017F6C3,Reginald R. Robinson,The Entertainer,,159.0,0.754,0.57
TRJYDNK128F932C2EE,SOAXDBY12A8AE48907,Patrick Saint-Eloi,Ballade Kréyòl,12PfbmcdSF6nLMVhwL9bAz    2RmauXCwI0FYT2GBgitfmc    1rMzaRCQQ0F9aiAH6GhSmj    6wC2Dcen48AuKrsDpVN3Tj,80.0,0.547,0.666
TRJYICV12903CB4AF1,SOCRSBF12AB0189FDF,Sanne Salomonsen,My Light Still Shine,,58.0,0.0398,0.338
TRJYINE128F4274B47,SOIXHPE12A8C134D6C,Pascal Obispo;Zazie,Les Meilleurs Ennemis,,77.0,,
TRJYINF128F146B5F1,SOOGLZU12A6D4F816B,Madonna,Sorry (Paul Oakenfold Remix),,129.0,0.591,0.876
TRJYJUE128F9307B6B,SOEEDHC12AB00EF753,Seal,Hey Joe (Explicit Soundtrack LP Version),,82.08970099667773,0.358,0.715
TRJYLCS128F42809E4,SOAIGVI12A8C13C1AD,Ferron,Signals And Messages (Album Version),3VtrPfnBjLlAcxZNGSzaLO    3L9vU4Ct1WpIxokNuQW2np,90.0,0.212,0.278
TRJYLCZ128F9339FA6,SOJKNFE12AB0183F2B,Chiclete Com Banana,Quero Você,1nd87VAqB3El8wSXZ0Kxyu,100.0,0.943,0.937
TRJYMHV128F42727DF,SOENEHO12A8C13521B,Marie-Annick Nicolas,Partita 3 e-dur BWV 1006 - III. Gavotte en rondeau,2IIHjfbC9G0jdV7oW0vrOs,151.4367816091954,0.933,0.05
TRJYONT128F425DC80,SOAFSDE12A8C134D1E,Royal Philharmonic Orchestra/Sir Thomas Beecham,Symphony No. 2 in D Op. 36 (1958 Digital Remaster): IV.     Allegro molto,7cjC5DAGYheC1o3ZgtsuhK    3jFaVaFHsbnjxgzLJ8I74R,,0.272,0.13
TRJYQTR12903CAC2DE,SOXGOVV12AB0182B6A,Yolanda Del Rio,Caminante,0GtUGB89Rul9zzYzTsIEDu    0DYcS0piB4j830sZTTpKP2    11Yo6BLsi2biBsQHp0QSts,110.0,0.653,0.603
TRJYQTX128F4238B6C,SOTVKUJ12A58A7C586,Debby Boone,Everybody's Somebody's Fool,0MDswpQrAhwwA66wq7E8Oj    4554yG7AM2vFZo4Hp6AzoE,87.0,0.797,0.504
TRJYSAW12903CD54D5,SOPWHSV12AB0189A6B,Medlz,Ave Maria,3G43xnNzk3ZKhzidri1Jri    4GvtWMQsnSaQnrLvQwsHfw,120.0,0.0479,0.188
TRJYSUB12903CEFDD5,SOLVFEF12A6D228206,Nocturnal Rites,Test Of Time,,135.0,0.168,0.874
TRJYSYF128F145A4F5,SOBFGXH12A6D4F40A5,Zucchero / The Randy Jackson Band,Jimmy Jimmy,1GseaCDH3v1AJkBcwEuenW    7LeNwimZbEWB0yB87G0hLn,70.0,0.84,0.693
TRJYSZG12903CAE2A1,SOWUKKM12AB018B04D,Richard Pinhas,Ruitor,,120.0,0.0876,0.573
TRJYVFW128F92E38C8,SOBNVUR12A8C140BF2,Cabaret,Devil Is Dancing,53xzrweDr2wrJsioTlHHgZ,132.0,0.476,0.677
TRJYVZH128F145BF8D,SOIFYNC12AB018090F,Pat Benatar,Heartbreaker,,157.0,0.882,0.588
TRJYWCO128F4257531,SORRFNE12A8C13528F,Studio 99,Before,,124.0,,
TRJYWGU12903CC4A6D,SOPRFHQ12AB0186258,The Mermen,Between I And Thou (LP Version),7bJFRlRxKUByLHabjafbia,166.0,0.0981,0.357
TRJYWPM128F92DDD80,SORJSEU12AB018073F,Sabda Brahma,Millions,2wGymxP0uDtvRyDWsUBfnF,131.0,0.522,0.576
TRJYZDO128F4292859,SOAJXYU12A8C13C022,Gareth Gates,Anyone Of Us (Stupid Mistake),4Q2UwV2RrOaRSc91e8WTpZ    2oUwZFTl9SXGBoJn7BWnit    7KZo8AI9F3Vnn3FXEYBL9f    5MF62bkZ7Uy3UxteONmUBV    388HrO51Ad6xosHXOHGUi0    50B1fJ7ILR9OCXVRrKeunR    6nF0zt0gAQM0YkAvyLwgZv    4fckUUFXQuTyCbxrq0aUgr    4HgBL7TnyWI0snlvjbC2Sl    2QG09xLySGYA8CE8XiCG7h    0z3gVgKaOkdzC80MiZvdp8    7C80JUibNlfST5PL8e0wJf    0xIACZq7oyYfSG2tIbUb7s    4WkXhM1Tk4a9XF0JToks2G    2Kw5h5gk0NKYTIQNOaFu0R    4Ps03yd0PYWQGjHVrgcbkx    74PdDL5PBB7hxUDP3I7Sik,120.0,0.608,0.696
TRJYZZV128EF3577FF,SOPXCSN12A6D4F52F3,Hudson Bell,The Painter,3fJLtOA8u6oWGf70oHkl66,120.0,0.224,0.15
TRJZAVM128F427986A,SOCGMUQ12A8C1363A7,Garou,You Can Leave Your Hat On,3mTiPCZfrNLap7iU6A1DsR    76sTSXNUtpsDgtI4SsDMLH    2bNXUuYgEjYCuwPmP3VEUE,96.0,0.601,0.829
TRJZBJQ128F9327542,SOMQREH12AB0187246,James Ruskin,Work,6NC1Jdr9TPZlVbnIHAIzzx,120.0,0.329,0.919
TRJZBVB128F42494A1,SOHAQOE12A8C131BC4,Jorn,Perfect Strangers,2B7QMHgTL0AaCPCydGIV0d    2q33C2eelVgr1d6SEh4tmp,196.0,0.169,0.968
TRJZCUF128F423BFBC,SOOZSNZ12A8AE492AC,The Glenn Miller Orchestra,Saint Louis Blues March,,120.75650118203309,,
TRJZDYM128F1466FF1,SOQPVXH12A6D4F67F8,Tom Cochrane,Ragged Ass Road,11PME7jRZQLPzEfK6rJTw8,84.0,0.223,0.636
TRJZECF128F92FC826,SOHDIUC12A8C142640,Marcin Czubala,Revive la noche,1ANRvl6cTHMOoMim8vHUfo    1bNR4oTyzUEXFUDbyfyLl8    5nDtW39j4ptDpY1R2ApGPt    33LmQ0uOsw4zjYn94k40hA,130.0,0.544,0.582
TRJZEGK128F1485DE0,SOBCBZC12A6D4F7A11,Aswad,Don't Turn Around,,,0.816,0.592
TRJZFOI128F92D4E89,SORJNBL12A8C145CF0,Lee Fields,Three Birds,65tSghSp2AsWTSMet2pKpz,146.0,0.866,0.674
TRJZFRH128F145537D,SOALKZC12A6D4F5AE1,John Lennon,Imagine (Anthology Version),,70.0,0.169,0.257
TRJZGMM128F4288EB1,SOJFYUO12A58A80185,David Palmer,Owner of a Lonely Heart,4uWmB7XwHfXoe5JyGc2jKh,125.0,0.848,0.341
TRJZHIA128F42850A3,SOCMMAJ12A8C1391DB,Modern Talking,I Will Follow You,1QTyGflE4c5OxrpPtgEfmi    5Hy2tkdEwNNfWBn3PCmoTl    0QeQ58Iq4x4OG1ngeI1vVQ    23VspZ4Q03BPRWH9c8E5sc    2gFPHdKcHtd09P9AH9r2fb    1k0qaedJBxO6WnyifeSqyM    2kwKnEgT8UsGlQFYXDGOtg    64Z9C6Ss2efxLKxM2WFikt    6Qxy56iz6UrAxLzlQ76Zrw    2FAMGGLats0T6RLpPX9jLO    1ix6Fub3HN6hkUHp6aN0zB    4AEHWJEyLSDtQenxiCF03d    4e4hNmFU89j5BBL1gfqEmw,65.4927536231884,0.0919,0.555
TRJZHJK128F148D149,SOHCFYM12A6D4F97E5,Puddle Of Mudd,Blurry,,81.0,0.523,0.938
TRJZHTR128F9333A29,SOCLDQT12AB0186923,Limahl,Never Ending Story,,116.0,0.851,0.622
TRJZIAA12903D07558,SOKKMIS12AC4686D7E,Erasure,Chains Of Love (Plastic Operator Remix),1lnaB7vydXLgqQ3aOyncG9    1GZrVK670EJwp5OhF3Lz1E,,0.724,0.896
TRJZMIE128E0794201,SOPXNGJ12A6701E9DA,Commodores,Sail On,,69.0,0.435,0.317
TRJZMZN128F4289583,SOKIAIW12A8C13D03B,I Teppisti dei Sogni,Se avessi le ali,6P6sDfEdds1mEk4NivMz0k    6HrtJR399aN1SrA7WUS4ly    77gA0WLmAxVyp0K0Fdt61O,121.0,0.89,0.541
TRJZOHB128F429FD8D,SOOCYQI12A8C132F15,John Lennon,Imagine,,80.0,0.169,0.257
TRJZOMH12903CE8489,SOTKPPM12AC3DF6795,Brooklyn Queens; Cinto,Amanda (Cinto's Speed Garage Mix),1YUknn6nXs3I3jYYeHsrDq    5U0OcEWKw1p3gc9VzlL2Gy,100.0,0.697,0.866
TRJZQRE128F4236512,SOEPHJD12A81C20B4D,Mercyful Fate,Come To The Sabbath (Album Version),1Z5zD8bnucGjk5R2n23F9B    24r18yMZt2hUa2bDaCVMLl    7CfPrpv27ReywVviR4cEgS,,0.463,0.957
TRJZRDJ128F42A720E,SODAVXN12A8C13EDCD,Premiata Forneria Marconi,Maestro Della Voce,4AczyCyPH0ORBk20FxL13i    3H1Jj6E2UC5vFvE4rfauHD    3YDRCXpr843J6G5fFFTo98    1XHoBqa58P9mtGaRt1REHT    3uNBtJlG6C9AzzX67Cvo5d    4qy9nSJIUX1JHVY6u6Byn1    2Gp8xcEGpFQjw2VhHsXQhw,107.0,0.493,0.46
TRJZSDE128E0792A4B,SOBEVXY12A6701F68F,Hole,Boys On The Radio,3jQQu0445b34H2bjezhfXi    34MbRO8ywxzIgM7h3e9Cug    4W6aWZu81MzPmrQywLLb35,125.83064516129032,0.605,0.919
TRJZTBM128E07934B9,SOKQRIX12AF729D18A,Oasis,Live Forever,2wCwYx1kk6aNSenKWu2tQn    4xD0amUoFYTN6PsYZ6Pfs9    5sYHp3PhJuFizyI4WGOwT3    6bDa74S6lMqpq1l5w0pkyy    76Qk0NET1sxyZcWh55LWDf    5Lb2GmqJzvE7TMAVX3f9fh    78S0V6PadIFGbNW2qeBrZc    1GcZhKBKkS1Bu1W2XXpVzb    5JIDxE0PeTa4rzAZ415zS7    6W6LvQyMrcOGxK73lipZ0w,91.0,0.193,0.944
TRJZTJY128F1463308,SOEATFK12A6310DA31,David Bowie,Starman (2002 Digital Remaster),43XNrgulBg9wQA7vJiJRHM    0dcyQZdcWhJjE7sUXiXoon    05VNG5LUrCrBgbW7DWf2PX    0HK7EMnavHm0OelZSpNWrV    3siXAkWhASOnFPFtmQlAs9    5Ckp823FuZiClDQ2w4PbC1    5HakR2lfKC0gmbjBmMmqwg    2VXeVeL13TIdkEvENZhhOl    0pQskrTITgmCMyr85tb9qq    6ObbbcrY9jKEGCrWNdFCux    5wpCNs4jF8V4y9nTJP7xnV    6jUUb18QOc30frUpoRRiy5    06Nbv6lvYl0FFh9bZc5B7j    2bcz1eOhhV8aQXpZKXsdos    5EUnOmBHoiw1ro0RMuT9Zd    6wSaxWAqatR31nSY2ufCMb    6WTk0b9dMcdIiOlnF60AyB    1fmuGuksn4rEw2hQ3pPTLM    39OZcNbxDohWFhF1elSfAZ    723f2bEO1dGWwBbNT18CnY    7gZOxmcYAquTLGBg5NeRQh    7khztsU2j2nTMj3zskZw6H    7z5Hk3h4H0lEWOjjsbRiEZ    6covTM0oPLnwEv3XE0TgGo    6CzQN4eMYcxybThIJLOdhI    5JGi3YWam5SPsXlHpPjfmT    6CNZHFerKJXeleQ6HCCYjx    5NQcLHMl7ETH4tkV8aoK4P    3aHl74ctcELDYWDQvLbKLX    404JKWiWpTGq807VrT8rP4    7wE3mcIGRKkBZCZEZKPV6Q    2ZRgjvBN8ygGEG2KhMmS0P    5H9UJe4E0Ani8jc9AwNgTp    5AIYDx0HUjra5Bn0vZtjmd,96.32911392405063,0.48,0.607
TRJZUKX128F42699B6,SORSORR12A8C136C4E,Maggie Reilly,Listen To Your Heart (Beam Radio Mix),5c1qgojXEeebH5BPUMeBcU,135.0,0.779,0.823
TRJZWCB128E0798832,SOSTKNL12A58A7BBC1,The Cardigans,My Favourite Game,,150.0,0.424,0.777
TRJZWIR128F932643A,SONLGHA12AB0186E19,Soularis ft. Denise Johnson,Fire (The Invisible Man Remix),2VRK5hgeBOLXcfWUCGks50    6q0p1RGnuhVrN85o8NdMeJ    4aDv7gcXm6zS93O3u8Ig8Z    5N0cqCdcMqFnbLSZsHhMIT    2kA6temDLJu3M4SFgXekO5,124.0,0.604,0.988
TRJZWLO128F14636C5,SODBEWW12A6D4F7258,Wet Wet Wet,She Might Never Know,3X6G9XBC3gP2ubi8sjidjB    57hQJD0u9Bqn0NDhDzG1Iw    7w0fgYHph3EJltPnaK7DDv    2kBcwiBZLOx70rGpY4Bg61    2luRB3e2gq327XMMiOsZIK    3ys980ntzqkJckzVeTNNxZ,100.0,0.67,0.757
TRJZWRJ12903CED19C,SOSWEYG12AC9E169BF,The Great Pop Band,Hot Stepper,,100.0,0.782,0.699
TRJZXKY128E0792785,SOICKOC12A6701C603,Puddle Of Mudd,Blurry,,81.0,0.523,0.938
TRJZXRB128F4237618,SOEJQCR12A6701E320,The Buggles,Video Killed The Radio Star,,128.1058394160584,0.344,0.61
TRJZXSK12903CE19D3,SODFJEW12AB018BDD2,Dino_ Stef,Say What You Feel,05UGBMtKANaRb4AJ0fYPBp    2BFl144wQG918xNk4XOuqU,127.0,0.481,0.897
TRJZXTA128F4288582,SOMHZNS12A8C13ACD0,Artie Shaw & His Orchestra,Begin the Beguine,,143.0,,
TRJZYFQ12903D03A6D,SOBMVVD12AB018FEF2,Nick Heyward,Blue Hat For A Blue Day,,,0.71,0.704
TRJZYKV128F4277AB7,SOHKQAD12A8C13D8D6,Sera Cahoone,Runnin' Your Way (Album),5MLuy3y0GUxzIjw7MphtLw    37GIhGCmmiofc5mEXmhG3Q    7hQGlbdHahcxYUvL6by7rw,116.0,0.865,0.491
TRJZYND128F148E23E,SOWETPP12A6D4F6752,Jo-El Sonnier,Rolling Pin,0AsXDB61Xj7iPcQoHuKdYl,183.0,0.964,0.758
TRJZYWN128F429D853,SOKXCGL12A8C13E6B4,The Mamas & The Papas,Twelve Thirty (Young Girls Are Coming To The Canyon),4C4hkkinYYULnE0lSJ7GQg    6s8NPUCFqHv0CYkdtDOI3r    4txv15xUqVlTHPYQkh1bq3,117.0,0.566,0.488
